Country,N_knots,N_days_first_restriction,N_days_lockdown,Date_first_restriction,Date_lockdown
Ireland,2,6,14,2020-03-06,2020-03-13
Ireland,2,6,15,2020-03-06,2020-03-12
Ireland,2,6,16,2020-03-06,2020-03-11
Ireland,2,6,17,2020-03-06,2020-03-10
Ireland,2,6,18,2020-03-06,2020-03-09
Ireland,2,6,19,2020-03-06,2020-03-08
Ireland,2,6,20,2020-03-06,2020-03-07
Ireland,2,7,0,2020-03-05,2020-03-27
Ireland,2,7,1,2020-03-05,2020-03-26
Ireland,2,7,2,2020-03-05,2020-03-25
Ireland,2,7,3,2020-03-05,2020-03-24
Ireland,2,7,4,2020-03-05,2020-03-23
Ireland,2,7,5,2020-03-05,2020-03-22
Ireland,2,7,6,2020-03-05,2020-03-21
Ireland,2,7,7,2020-03-05,2020-03-20
Ireland,2,7,8,2020-03-05,2020-03-19
Ireland,2,7,9,2020-03-05,2020-03-18
Ireland,2,7,10,2020-03-05,2020-03-17
Ireland,2,7,11,2020-03-05,2020-03-16
Ireland,2,7,12,2020-03-05,2020-03-15
Ireland,2,7,13,2020-03-05,2020-03-14
Ireland,2,7,14,2020-03-05,2020-03-13
Ireland,2,7,15,2020-03-05,2020-03-12
Ireland,2,7,16,2020-03-05,2020-03-11
Ireland,2,7,17,2020-03-05,2020-03-10
Ireland,2,7,18,2020-03-05,2020-03-09
Ireland,2,7,19,2020-03-05,2020-03-08
Ireland,2,7,20,2020-03-05,2020-03-07
Ireland,2,7,21,2020-03-05,2020-03-06
Ireland,2,8,0,2020-03-04,2020-03-27
Ireland,2,8,1,2020-03-04,2020-03-26
Ireland,2,8,2,2020-03-04,2020-03-25
Ireland,2,8,3,2020-03-04,2020-03-24
Ireland,2,8,4,2020-03-04,2020-03-23
Ireland,2,8,5,2020-03-04,2020-03-22
Ireland,2,8,6,2020-03-04,2020-03-21
Ireland,2,8,7,2020-03-04,2020-03-20
Ireland,2,8,8,2020-03-04,2020-03-19
Ireland,2,8,9,2020-03-04,2020-03-18
Ireland,2,8,10,2020-03-04,2020-03-17
Ireland,2,8,11,2020-03-04,2020-03-16
Ireland,2,8,12,2020-03-04,2020-03-15
Ireland,2,8,13,2020-03-04,2020-03-14
Ireland,2,8,14,2020-03-04,2020-03-13
Ireland,2,8,15,2020-03-04,2020-03-12
Ireland,2,8,16,2020-03-04,2020-03-11
Ireland,2,8,17,2020-03-04,2020-03-10
Ireland,2,8,18,2020-03-04,2020-03-09
Ireland,2,8,19,2020-03-04,2020-03-08
Ireland,2,8,20,2020-03-04,2020-03-07
Ireland,2,8,21,2020-03-04,2020-03-06
Ireland,2,8,22,2020-03-04,2020-03-05
Ireland,2,9,0,2020-03-03,2020-03-27
Ireland,2,9,1,2020-03-03,2020-03-26
Ireland,2,9,2,2020-03-03,2020-03-25
Ireland,2,9,3,2020-03-03,2020-03-24
Ireland,2,9,4,2020-03-03,2020-03-23
Ireland,2,9,5,2020-03-03,2020-03-22
Ireland,2,9,6,2020-03-03,2020-03-21
Ireland,2,9,7,2020-03-03,2020-03-20
Ireland,2,9,8,2020-03-03,2020-03-19
Ireland,2,9,9,2020-03-03,2020-03-18
Ireland,2,9,10,2020-03-03,2020-03-17
Ireland,2,9,11,2020-03-03,2020-03-16
Ireland,2,9,12,2020-03-03,2020-03-15
Ireland,2,9,13,2020-03-03,2020-03-14
Ireland,2,9,14,2020-03-03,2020-03-13
Ireland,2,9,15,2020-03-03,2020-03-12
Ireland,2,9,16,2020-03-03,2020-03-11
Ireland,2,9,17,2020-03-03,2020-03-10
Ireland,2,9,18,2020-03-03,2020-03-09
Ireland,2,9,19,2020-03-03,2020-03-08
Ireland,2,9,20,2020-03-03,2020-03-07
Ireland,2,9,21,2020-03-03,2020-03-06
Ireland,2,9,22,2020-03-03,2020-03-05
Ireland,2,9,23,2020-03-03,2020-03-04
Ireland,2,10,0,2020-03-02,2020-03-27
Ireland,2,10,1,2020-03-02,2020-03-26
Ireland,2,10,2,2020-03-02,2020-03-25
Ireland,2,10,3,2020-03-02,2020-03-24
Ireland,2,10,4,2020-03-02,2020-03-23
Ireland,2,10,5,2020-03-02,2020-03-22
Ireland,2,10,6,2020-03-02,2020-03-21
Ireland,2,10,7,2020-03-02,2020-03-20
Ireland,2,10,8,2020-03-02,2020-03-19
Ireland,2,10,9,2020-03-02,2020-03-18
Ireland,2,10,10,2020-03-02,2020-03-17
Ireland,2,10,11,2020-03-02,2020-03-16
Ireland,2,10,12,2020-03-02,2020-03-15
Ireland,2,10,13,2020-03-02,2020-03-14
Ireland,2,10,14,2020-03-02,2020-03-13
Ireland,2,10,15,2020-03-02,2020-03-12
Ireland,2,10,16,2020-03-02,2020-03-11
Ireland,2,10,17,2020-03-02,2020-03-10
Ireland,2,10,18,2020-03-02,2020-03-09
Ireland,2,10,19,2020-03-02,2020-03-08
Ireland,2,10,20,2020-03-02,2020-03-07
Ireland,2,10,21,2020-03-02,2020-03-06
Ireland,2,10,22,2020-03-02,2020-03-05
Ireland,2,10,23,2020-03-02,2020-03-04
Ireland,2,10,24,2020-03-02,2020-03-03
Ireland,2,11,0,2020-03-01,2020-03-27
Ireland,2,11,1,2020-03-01,2020-03-26
Ireland,2,11,2,2020-03-01,2020-03-25
Ireland,2,11,3,2020-03-01,2020-03-24
Ireland,2,11,4,2020-03-01,2020-03-23
Ireland,2,11,5,2020-03-01,2020-03-22
Ireland,2,11,6,2020-03-01,2020-03-21
Ireland,2,11,7,2020-03-01,2020-03-20
Ireland,2,11,8,2020-03-01,2020-03-19
Ireland,2,11,9,2020-03-01,2020-03-18
Ireland,2,11,10,2020-03-01,2020-03-17
Ireland,2,11,11,2020-03-01,2020-03-16
Ireland,2,11,12,2020-03-01,2020-03-15
Ireland,2,11,13,2020-03-01,2020-03-14
Ireland,2,11,14,2020-03-01,2020-03-13
Ireland,2,11,15,2020-03-01,2020-03-12
Ireland,2,11,16,2020-03-01,2020-03-11
Ireland,2,11,17,2020-03-01,2020-03-10
Ireland,2,11,18,2020-03-01,2020-03-09
Ireland,2,11,19,2020-03-01,2020-03-08
Ireland,2,11,20,2020-03-01,2020-03-07
Ireland,2,11,21,2020-03-01,2020-03-06
Ireland,2,11,22,2020-03-01,2020-03-05
Ireland,2,11,23,2020-03-01,2020-03-04
Ireland,2,11,24,2020-03-01,2020-03-03
Ireland,2,11,25,2020-03-01,2020-03-02
Ireland,2,12,0,2020-02-29,2020-03-27
Ireland,2,12,1,2020-02-29,2020-03-26
Ireland,2,12,2,2020-02-29,2020-03-25
Ireland,2,12,3,2020-02-29,2020-03-24
Ireland,2,12,4,2020-02-29,2020-03-23
Ireland,2,12,5,2020-02-29,2020-03-22
Ireland,2,12,6,2020-02-29,2020-03-21
Ireland,2,12,7,2020-02-29,2020-03-20
Ireland,2,12,8,2020-02-29,2020-03-19
Ireland,2,12,9,2020-02-29,2020-03-18
Ireland,2,12,10,2020-02-29,2020-03-17
Ireland,2,12,11,2020-02-29,2020-03-16
Ireland,2,12,12,2020-02-29,2020-03-15
Ireland,2,12,13,2020-02-29,2020-03-14
Ireland,2,12,14,2020-02-29,2020-03-13
Ireland,2,12,15,2020-02-29,2020-03-12
Ireland,2,12,16,2020-02-29,2020-03-11
Ireland,2,12,17,2020-02-29,2020-03-10
Ireland,2,12,18,2020-02-29,2020-03-09
Ireland,2,12,19,2020-02-29,2020-03-08
Ireland,2,12,20,2020-02-29,2020-03-07
Ireland,2,12,21,2020-02-29,2020-03-06
Ireland,2,12,22,2020-02-29,2020-03-05
Ireland,2,12,23,2020-02-29,2020-03-04
Ireland,2,12,24,2020-02-29,2020-03-03
Ireland,2,12,25,2020-02-29,2020-03-02
Ireland,2,12,26,2020-02-29,2020-03-01
Italy,2,0,0,2020-02-21,2020-03-10
Italy,2,0,1,2020-02-21,2020-03-09
Italy,2,0,2,2020-02-21,2020-03-08
Italy,2,0,3,2020-02-21,2020-03-07
Italy,2,0,4,2020-02-21,2020-03-06
Italy,2,0,5,2020-02-21,2020-03-05
Italy,2,0,6,2020-02-21,2020-03-04
Italy,2,0,7,2020-02-21,2020-03-03
Italy,2,0,8,2020-02-21,2020-03-02
Italy,2,0,9,2020-02-21,2020-03-01
Italy,2,0,10,2020-02-21,2020-02-29
Italy,2,0,11,2020-02-21,2020-02-28
Italy,2,0,12,2020-02-21,2020-02-27
Italy,2,0,13,2020-02-21,2020-02-26
Italy,2,0,14,2020-02-21,2020-02-25
Italy,2,0,15,2020-02-21,2020-02-24
Italy,2,0,16,2020-02-21,2020-02-23
Italy,2,0,17,2020-02-21,2020-02-22
Italy,2,1,0,2020-02-20,2020-03-10
Italy,2,1,1,2020-02-20,2020-03-09
Italy,2,1,2,2020-02-20,2020-03-08
Italy,2,1,3,2020-02-20,2020-03-07
Italy,2,1,4,2020-02-20,2020-03-06
Italy,2,1,5,2020-02-20,2020-03-05
Italy,2,1,6,2020-02-20,2020-03-04
Italy,2,1,7,2020-02-20,2020-03-03
Italy,2,1,8,2020-02-20,2020-03-02
Italy,2,1,9,2020-02-20,2020-03-01
Italy,2,1,10,2020-02-20,2020-02-29
Italy,2,1,11,2020-02-20,2020-02-28
Italy,2,1,12,2020-02-20,2020-02-27
Italy,2,1,13,2020-02-20,2020-02-26
Italy,2,1,14,2020-02-20,2020-02-25
Italy,2,1,15,2020-02-20,2020-02-24
Italy,2,1,16,2020-02-20,2020-02-23
Italy,2,1,17,2020-02-20,2020-02-22
Italy,2,1,18,2020-02-20,2020-02-21
Italy,2,2,0,2020-02-19,2020-03-10
Italy,2,2,1,2020-02-19,2020-03-09
Italy,2,2,2,2020-02-19,2020-03-08
Italy,2,2,3,2020-02-19,2020-03-07
Italy,2,2,4,2020-02-19,2020-03-06
Italy,2,2,5,2020-02-19,2020-03-05
Italy,2,2,6,2020-02-19,2020-03-04
Italy,2,2,7,2020-02-19,2020-03-03
Italy,2,2,8,2020-02-19,2020-03-02
Italy,2,2,9,2020-02-19,2020-03-01
Italy,2,2,10,2020-02-19,2020-02-29
Italy,2,2,11,2020-02-19,2020-02-28
Italy,2,2,12,2020-02-19,2020-02-27
Italy,2,2,13,2020-02-19,2020-02-26
Italy,2,2,14,2020-02-19,2020-02-25
Italy,2,2,15,2020-02-19,2020-02-24
Italy,2,2,16,2020-02-19,2020-02-23
Italy,2,2,17,2020-02-19,2020-02-22
Italy,2,2,18,2020-02-19,2020-02-21
Italy,2,2,19,2020-02-19,2020-02-20
Italy,2,3,0,2020-02-18,2020-03-10
Italy,2,3,1,2020-02-18,2020-03-09
Italy,2,3,2,2020-02-18,2020-03-08
Italy,2,3,3,2020-02-18,2020-03-07
Italy,2,3,4,2020-02-18,2020-03-06
Italy,2,3,5,2020-02-18,2020-03-05
Italy,2,3,6,2020-02-18,2020-03-04
Italy,2,3,7,2020-02-18,2020-03-03
Italy,2,3,8,2020-02-18,2020-03-02
Italy,2,3,9,2020-02-18,2020-03-01
Italy,2,3,10,2020-02-18,2020-02-29
Italy,2,3,11,2020-02-18,2020-02-28
Italy,2,3,12,2020-02-18,2020-02-27
Italy,2,3,13,2020-02-18,2020-02-26
Italy,2,3,14,2020-02-18,2020-02-25
Italy,2,3,15,2020-02-18,2020-02-24
Italy,2,3,16,2020-02-18,2020-02-23
Italy,2,3,17,2020-02-18,2020-02-22
Italy,2,3,18,2020-02-18,2020-02-21
Italy,2,3,19,2020-02-18,2020-02-20
Italy,2,3,20,2020-02-18,2020-02-19
Italy,2,4,0,2020-02-17,2020-03-10
Italy,2,4,1,2020-02-17,2020-03-09
Italy,2,4,2,2020-02-17,2020-03-08
Italy,2,4,3,2020-02-17,2020-03-07
Italy,2,4,4,2020-02-17,2020-03-06
Italy,2,4,5,2020-02-17,2020-03-05
Italy,2,4,6,2020-02-17,2020-03-04
Italy,2,4,7,2020-02-17,2020-03-03
Italy,2,4,8,2020-02-17,2020-03-02
Italy,2,4,9,2020-02-17,2020-03-01
Italy,2,4,10,2020-02-17,2020-02-29
Italy,2,4,11,2020-02-17,2020-02-28
Italy,2,4,12,2020-02-17,2020-02-27
Italy,2,4,13,2020-02-17,2020-02-26
Italy,2,4,14,2020-02-17,2020-02-25
Italy,2,4,15,2020-02-17,2020-02-24
Italy,2,4,16,2020-02-17,2020-02-23
Italy,2,4,17,2020-02-17,2020-02-22
Italy,2,4,18,2020-02-17,2020-02-21
Italy,2,4,19,2020-02-17,2020-02-20
Italy,2,4,20,2020-02-17,2020-02-19
Italy,2,4,21,2020-02-17,2020-02-18
Italy,2,5,0,2020-02-16,2020-03-10
Italy,2,5,1,2020-02-16,2020-03-09
Italy,2,5,2,2020-02-16,2020-03-08
Italy,2,5,3,2020-02-16,2020-03-07
Italy,2,5,4,2020-02-16,2020-03-06
Italy,2,5,5,2020-02-16,2020-03-05
Italy,2,5,6,2020-02-16,2020-03-04
Italy,2,5,7,2020-02-16,2020-03-03
Italy,2,5,8,2020-02-16,2020-03-02
Italy,2,5,9,2020-02-16,2020-03-01
Italy,2,5,10,2020-02-16,2020-02-29
Italy,2,5,11,2020-02-16,2020-02-28
Italy,2,5,12,2020-02-16,2020-02-27
Italy,2,5,13,2020-02-16,2020-02-26
Italy,2,5,14,2020-02-16,2020-02-25
Italy,2,5,15,2020-02-16,2020-02-24
Italy,2,5,16,2020-02-16,2020-02-23
Italy,2,5,17,2020-02-16,2020-02-22
Italy,2,5,18,2020-02-16,2020-02-21
Italy,2,5,19,2020-02-16,2020-02-20
Italy,2,5,20,2020-02-16,2020-02-19
Italy,2,5,21,2020-02-16,2020-02-18
Italy,2,5,22,2020-02-16,2020-02-17
Italy,2,6,0,2020-02-15,2020-03-10
Italy,2,6,1,2020-02-15,2020-03-09
Italy,2,6,2,2020-02-15,2020-03-08
Italy,2,6,3,2020-02-15,2020-03-07
Italy,2,6,4,2020-02-15,2020-03-06
Italy,2,6,5,2020-02-15,2020-03-05
Italy,2,6,6,2020-02-15,2020-03-04
Italy,2,6,7,2020-02-15,2020-03-03
Italy,2,6,8,2020-02-15,2020-03-02
Italy,2,6,9,2020-02-15,2020-03-01
Italy,2,6,10,2020-02-15,2020-02-29
Italy,2,6,11,2020-02-15,2020-02-28
Italy,2,6,12,2020-02-15,2020-02-27
Italy,2,6,13,2020-02-15,2020-02-26
Italy,2,6,14,2020-02-15,2020-02-25
Italy,2,6,15,2020-02-15,2020-02-24
Italy,2,6,16,2020-02-15,2020-02-23
Italy,2,6,17,2020-02-15,2020-02-22
Italy,2,6,18,2020-02-15,2020-02-21
Italy,2,6,19,2020-02-15,2020-02-20
Italy,2,6,20,2020-02-15,2020-02-19
Italy,2,6,21,2020-02-15,2020-02-18
Italy,2,6,22,2020-02-15,2020-02-17
Italy,2,6,23,2020-02-15,2020-02-16
Italy,2,7,0,2020-02-14,2020-03-10
Italy,2,7,1,2020-02-14,2020-03-09
Italy,2,7,2,2020-02-14,2020-03-08
Italy,2,7,3,2020-02-14,2020-03-07
Italy,2,7,4,2020-02-14,2020-03-06
Italy,2,7,5,2020-02-14,2020-03-05
Italy,2,7,6,2020-02-14,2020-03-04
Italy,2,7,7,2020-02-14,2020-03-03
Italy,2,7,8,2020-02-14,2020-03-02
Italy,2,7,9,2020-02-14,2020-03-01
Italy,2,7,10,2020-02-14,2020-02-29
Italy,2,7,11,2020-02-14,2020-02-28
Italy,2,7,12,2020-02-14,2020-02-27
Italy,2,7,13,2020-02-14,2020-02-26
Italy,2,7,14,2020-02-14,2020-02-25
Italy,2,7,15,2020-02-14,2020-02-24
Italy,2,7,16,2020-02-14,2020-02-23
Italy,2,7,17,2020-02-14,2020-02-22
Italy,2,7,18,2020-02-14,2020-02-21
Italy,2,7,19,2020-02-14,2020-02-20
Italy,2,7,20,2020-02-14,2020-02-19
Italy,2,7,21,2020-02-14,2020-02-18
Italy,2,7,22,2020-02-14,2020-02-17
Italy,2,7,23,2020-02-14,2020-02-16
Italy,2,7,24,2020-02-14,2020-02-15
Italy,2,8,0,2020-02-13,2020-03-10
Italy,2,8,1,2020-02-13,2020-03-09
Italy,2,8,2,2020-02-13,2020-03-08
Italy,2,8,3,2020-02-13,2020-03-07
Italy,2,8,4,2020-02-13,2020-03-06
Italy,2,8,5,2020-02-13,2020-03-05
Italy,2,8,6,2020-02-13,2020-03-04
Italy,2,8,7,2020-02-13,2020-03-03
Italy,2,8,8,2020-02-13,2020-03-02
Italy,2,8,9,2020-02-13,2020-03-01
Italy,2,8,10,2020-02-13,2020-02-29
Italy,2,8,11,2020-02-13,2020-02-28
Italy,2,8,12,2020-02-13,2020-02-27
Italy,2,8,13,2020-02-13,2020-02-26
Italy,2,8,14,2020-02-13,2020-02-25
Italy,2,8,15,2020-02-13,2020-02-24
Italy,2,8,16,2020-02-13,2020-02-23
Italy,2,8,17,2020-02-13,2020-02-22
Italy,2,8,18,2020-02-13,2020-02-21
Italy,2,8,19,2020-02-13,2020-02-20
Italy,2,8,20,2020-02-13,2020-02-19
Italy,2,8,21,2020-02-13,2020-02-18
Italy,2,8,22,2020-02-13,2020-02-17
Italy,2,8,23,2020-02-13,2020-02-16
Italy,2,8,24,2020-02-13,2020-02-15
Italy,2,8,25,2020-02-13,2020-02-14
Italy,2,9,0,2020-02-12,2020-03-10
Italy,2,9,1,2020-02-12,2020-03-09
Italy,2,9,2,2020-02-12,2020-03-08
Italy,2,9,3,2020-02-12,2020-03-07
Italy,2,9,4,2020-02-12,2020-03-06
Italy,2,9,5,2020-02-12,2020-03-05
Italy,2,9,6,2020-02-12,2020-03-04
Italy,2,9,7,2020-02-12,2020-03-03
Italy,2,9,8,2020-02-12,2020-03-02
Italy,2,9,9,2020-02-12,2020-03-01
Italy,2,9,10,2020-02-12,2020-02-29
Italy,2,9,11,2020-02-12,2020-02-28
Italy,2,9,12,2020-02-12,2020-02-27
Italy,2,9,13,2020-02-12,2020-02-26
Italy,2,9,14,2020-02-12,2020-02-25
Italy,2,9,15,2020-02-12,2020-02-24
Italy,2,9,16,2020-02-12,2020-02-23
Italy,2,9,17,2020-02-12,2020-02-22
Italy,2,9,18,2020-02-12,2020-02-21
Italy,2,9,19,2020-02-12,2020-02-20
Italy,2,9,20,2020-02-12,2020-02-19
Italy,2,9,21,2020-02-12,2020-02-18
Italy,2,9,22,2020-02-12,2020-02-17
Italy,2,9,23,2020-02-12,2020-02-16
Italy,2,9,24,2020-02-12,2020-02-15
Italy,2,9,25,2020-02-12,2020-02-14
Italy,2,9,26,2020-02-12,2020-02-13
Italy,2,10,0,2020-02-11,2020-03-10
Italy,2,10,1,2020-02-11,2020-03-09
Italy,2,10,2,2020-02-11,2020-03-08
Italy,2,10,3,2020-02-11,2020-03-07
Italy,2,10,4,2020-02-11,2020-03-06
Italy,2,10,5,2020-02-11,2020-03-05
Italy,2,10,6,2020-02-11,2020-03-04
Italy,2,10,7,2020-02-11,2020-03-03
Italy,2,10,8,2020-02-11,2020-03-02
Italy,2,10,9,2020-02-11,2020-03-01
Italy,2,10,10,2020-02-11,2020-02-29
Italy,2,10,11,2020-02-11,2020-02-28
Italy,2,10,12,2020-02-11,2020-02-27
Italy,2,10,13,2020-02-11,2020-02-26
Italy,2,10,14,2020-02-11,2020-02-25
Italy,2,10,15,2020-02-11,2020-02-24
Italy,2,10,16,2020-02-11,2020-02-23
Italy,2,10,17,2020-02-11,2020-02-22
Italy,2,10,18,2020-02-11,2020-02-21
Italy,2,10,19,2020-02-11,2020-02-20
Italy,2,10,20,2020-02-11,2020-02-19
Italy,2,10,21,2020-02-11,2020-02-18
Italy,2,10,22,2020-02-11,2020-02-17
Italy,2,10,23,2020-02-11,2020-02-16
Italy,2,10,24,2020-02-11,2020-02-15
Italy,2,10,25,2020-02-11,2020-02-14
Italy,2,10,26,2020-02-11,2020-02-13
Italy,2,10,27,2020-02-11,2020-02-12
Italy,2,11,0,2020-02-10,2020-03-10
Italy,2,11,1,2020-02-10,2020-03-09
Italy,2,11,2,2020-02-10,2020-03-08
Italy,2,11,3,2020-02-10,2020-03-07
Italy,2,11,4,2020-02-10,2020-03-06
Italy,2,11,5,2020-02-10,2020-03-05
Italy,2,11,6,2020-02-10,2020-03-04
Italy,2,11,7,2020-02-10,2020-03-03
Italy,2,11,8,2020-02-10,2020-03-02
Italy,2,11,9,2020-02-10,2020-03-01
Italy,2,11,10,2020-02-10,2020-02-29
Italy,2,11,11,2020-02-10,2020-02-28
Italy,2,11,12,2020-02-10,2020-02-27
Italy,2,11,13,2020-02-10,2020-02-26
Italy,2,11,14,2020-02-10,2020-02-25
Italy,2,11,15,2020-02-10,2020-02-24
Italy,2,11,16,2020-02-10,2020-02-23
Italy,2,11,17,2020-02-10,2020-02-22
Italy,2,11,18,2020-02-10,2020-02-21
Italy,2,11,19,2020-02-10,2020-02-20
Italy,2,11,20,2020-02-10,2020-02-19
Italy,2,11,21,2020-02-10,2020-02-18
Italy,2,11,22,2020-02-10,2020-02-17
Italy,2,11,23,2020-02-10,2020-02-16
Italy,2,11,24,2020-02-10,2020-02-15
Italy,2,11,25,2020-02-10,2020-02-14
Italy,2,11,26,2020-02-10,2020-02-13
Italy,2,11,27,2020-02-10,2020-02-12
Italy,2,11,28,2020-02-10,2020-02-11
Italy,2,12,0,2020-02-09,2020-03-10
Italy,2,12,1,2020-02-09,2020-03-09
Italy,2,12,2,2020-02-09,2020-03-08
Italy,2,12,3,2020-02-09,2020-03-07
Italy,2,12,4,2020-02-09,2020-03-06
Italy,2,12,5,2020-02-09,2020-03-05
Italy,2,12,6,2020-02-09,2020-03-04
Italy,2,12,7,2020-02-09,2020-03-03
Italy,2,12,8,2020-02-09,2020-03-02
Italy,2,12,9,2020-02-09,2020-03-01
Italy,2,12,10,2020-02-09,2020-02-29
Italy,2,12,11,2020-02-09,2020-02-28
Italy,2,12,12,2020-02-09,2020-02-27
Italy,2,12,13,2020-02-09,2020-02-26
Italy,2,12,14,2020-02-09,2020-02-25
Italy,2,12,15,2020-02-09,2020-02-24
Italy,2,12,16,2020-02-09,2020-02-23
Italy,2,12,17,2020-02-09,2020-02-22
Italy,2,12,18,2020-02-09,2020-02-21
Italy,2,12,19,2020-02-09,2020-02-20
Italy,2,12,20,2020-02-09,2020-02-19
Italy,2,12,21,2020-02-09,2020-02-18
Italy,2,12,22,2020-02-09,2020-02-17
Italy,2,12,23,2020-02-09,2020-02-16
Italy,2,12,24,2020-02-09,2020-02-15
Italy,2,12,25,2020-02-09,2020-02-14
Italy,2,12,26,2020-02-09,2020-02-13
Italy,2,12,27,2020-02-09,2020-02-12
Italy,2,12,28,2020-02-09,2020-02-11
Italy,2,12,29,2020-02-09,2020-02-10
Italy,2,13,0,2020-02-08,2020-03-10
Italy,2,13,1,2020-02-08,2020-03-09
Italy,2,13,2,2020-02-08,2020-03-08
Italy,2,13,3,2020-02-08,2020-03-07
Italy,2,13,4,2020-02-08,2020-03-06
Italy,2,13,5,2020-02-08,2020-03-05
Italy,2,13,6,2020-02-08,2020-03-04
Italy,2,13,7,2020-02-08,2020-03-03
Italy,2,13,8,2020-02-08,2020-03-02
Italy,2,13,9,2020-02-08,2020-03-01
Italy,2,13,10,2020-02-08,2020-02-29
Italy,2,13,11,2020-02-08,2020-02-28
Italy,2,13,12,2020-02-08,2020-02-27
Italy,2,13,13,2020-02-08,2020-02-26
Italy,2,13,14,2020-02-08,2020-02-25
Italy,2,13,15,2020-02-08,2020-02-24
Italy,2,13,16,2020-02-08,2020-02-23
Italy,2,13,17,2020-02-08,2020-02-22
Italy,2,13,18,2020-02-08,2020-02-21
Italy,2,13,19,2020-02-08,2020-02-20
Italy,2,13,20,2020-02-08,2020-02-19
Italy,2,13,21,2020-02-08,2020-02-18
Italy,2,13,22,2020-02-08,2020-02-17
Italy,2,13,23,2020-02-08,2020-02-16
Italy,2,13,24,2020-02-08,2020-02-15
Italy,2,13,25,2020-02-08,2020-02-14
Italy,2,13,26,2020-02-08,2020-02-13
Italy,2,13,27,2020-02-08,2020-02-12
Italy,2,13,28,2020-02-08,2020-02-11
Italy,2,13,29,2020-02-08,2020-02-10
Italy,2,13,30,2020-02-08,2020-02-09
Italy,2,14,0,2020-02-07,2020-03-10
Italy,2,14,1,2020-02-07,2020-03-09
Italy,2,14,2,2020-02-07,2020-03-08
Italy,2,14,3,2020-02-07,2020-03-07
Italy,2,14,4,2020-02-07,2020-03-06
Italy,2,14,5,2020-02-07,2020-03-05
Italy,2,14,6,2020-02-07,2020-03-04
Italy,2,14,7,2020-02-07,2020-03-03
Italy,2,14,8,2020-02-07,2020-03-02
Italy,2,14,9,2020-02-07,2020-03-01
Italy,2,14,10,2020-02-07,2020-02-29
Italy,2,14,11,2020-02-07,2020-02-28
Italy,2,14,12,2020-02-07,2020-02-27
Italy,2,14,13,2020-02-07,2020-02-26
Italy,2,14,14,2020-02-07,2020-02-25
Italy,2,14,15,2020-02-07,2020-02-24
Italy,2,14,16,2020-02-07,2020-02-23
Italy,2,14,17,2020-02-07,2020-02-22
Italy,2,14,18,2020-02-07,2020-02-21
Italy,2,14,19,2020-02-07,2020-02-20
Italy,2,14,20,2020-02-07,2020-02-19
Italy,2,14,21,2020-02-07,2020-02-18
Italy,2,14,22,2020-02-07,2020-02-17
Italy,2,14,23,2020-02-07,2020-02-16
Italy,2,14,24,2020-02-07,2020-02-15
Italy,2,14,25,2020-02-07,2020-02-14
Italy,2,14,26,2020-02-07,2020-02-13
Italy,2,14,27,2020-02-07,2020-02-12
Italy,2,14,28,2020-02-07,2020-02-11
Italy,2,14,29,2020-02-07,2020-02-10
Italy,2,14,30,2020-02-07,2020-02-09
Italy,2,14,31,2020-02-07,2020-02-08
Italy,2,15,0,2020-02-06,2020-03-10
Italy,2,15,1,2020-02-06,2020-03-09
Italy,2,15,2,2020-02-06,2020-03-08
Italy,2,15,3,2020-02-06,2020-03-07
Italy,2,15,4,2020-02-06,2020-03-06
Italy,2,15,5,2020-02-06,2020-03-05
Italy,2,15,6,2020-02-06,2020-03-04
Italy,2,15,7,2020-02-06,2020-03-03
Italy,2,15,8,2020-02-06,2020-03-02
Italy,2,15,9,2020-02-06,2020-03-01
Italy,2,15,10,2020-02-06,2020-02-29
Italy,2,15,11,2020-02-06,2020-02-28
Italy,2,15,12,2020-02-06,2020-02-27
Italy,2,15,13,2020-02-06,2020-02-26
Italy,2,15,14,2020-02-06,2020-02-25
Italy,2,15,15,2020-02-06,2020-02-24
Italy,2,15,16,2020-02-06,2020-02-23
Italy,2,15,17,2020-02-06,2020-02-22
Italy,2,15,18,2020-02-06,2020-02-21
Italy,2,15,19,2020-02-06,2020-02-20
Italy,2,15,20,2020-02-06,2020-02-19
Italy,2,15,21,2020-02-06,2020-02-18
Italy,2,15,22,2020-02-06,2020-02-17
Italy,2,15,23,2020-02-06,2020-02-16
Italy,2,15,24,2020-02-06,2020-02-15
Italy,2,15,25,2020-02-06,2020-02-14
Italy,2,15,26,2020-02-06,2020-02-13
Italy,2,15,27,2020-02-06,2020-02-12
Italy,2,15,28,2020-02-06,2020-02-11
Italy,2,15,29,2020-02-06,2020-02-10
Italy,2,15,30,2020-02-06,2020-02-09
Italy,2,15,31,2020-02-06,2020-02-08
Italy,2,15,32,2020-02-06,2020-02-07
Italy,2,16,0,2020-02-05,2020-03-10
Italy,2,16,1,2020-02-05,2020-03-09
Italy,2,16,2,2020-02-05,2020-03-08
Italy,2,16,3,2020-02-05,2020-03-07
Italy,2,16,4,2020-02-05,2020-03-06
Italy,2,16,5,2020-02-05,2020-03-05
Italy,2,16,6,2020-02-05,2020-03-04
Italy,2,16,7,2020-02-05,2020-03-03
Italy,2,16,8,2020-02-05,2020-03-02
Italy,2,16,9,2020-02-05,2020-03-01
Italy,2,16,10,2020-02-05,2020-02-29
Italy,2,16,11,2020-02-05,2020-02-28
Italy,2,16,12,2020-02-05,2020-02-27
